,paper_id,authors,text
10,xml_output_grobid_python_client\A-novel-approach-using-vaginal-natural-orifice-tra,"[{'first': 'Jan', 'middle': ['F'], 'last': 'Baekelandt', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Imelda Hospital', 'location': {'settlement': 'Bonheiden', 'country': 'Belgium'}}, 'email': 'jan.baekelandt@imelda.be'}, {'first': 'Supuni', 'middle': [], 'last': 'Kapurubandara', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Westmead Hospital', 'location': {'settlement': 'New South Wales', 'country': 'Australia'}}, 'email': ''}]",a novel approach using vaginal natural orifice transluminal endoscopic surgery to repair a symptomatic uterine isthmocele objective to describe the first case of using a vaginal natural orifice transluminal endoscopic surgery approach to repair a uterine isthmoceledesign stepwise explanation of the surgical technique using original video footagethis study was exempted from requiring hospital institutional review board approvalsetting hospitalpatients a yearold gravida para patient presented with symptoms of intermenstrual bleeding and secondary subfertility following uncomplicated cesarean section deliveries elective for breech and repeatthe patient had a transvaginal ultrasound us demonstrating an isthmocele with a defect of mm with a myometrial thickness of mm over the defect and proceeded to undergo surgery because of persistent symptomsinterventions an anterior vaginal incision is made on the cervix from the oclock to oclock position after local anesthetic and adrenaline infiltration of the tissuethe vaginal epithelium was carefully dissected cephalad although an attempt was made to maintain the uterovesical space and folda small cm vpath gel port was inserted into this uterovesical space and the gel port was affixed with a port connected to an insufflation stabilization bag to minimize the pressure fluctuations within the confines of a small operative space and help maintain visualization throughoutunder endoscopic view the site of the isthmocele was identified using an endoscopic us probe and confirmed on dimensional imaginga monopolar hook with an inbuilt aspirator and suction function was used to incise over the isthmocele with a grasper used to dissect into this spacea hegar dilator was used to delineate the cervical canalonce the isthmocele was excised the defect was reinforced and obliterated with a barbed suture whereas the hegar dilator was in place to prevent inadvertent canal occlusion during suturingcontinuous suturing took place from the cephalad to the caudal directions in layersonce hemostasis was confirmed the gel port was removed and the vaginal epithelium was closed with interrupted sutures using a braided absorbable suturethe perioperative course and care were uneventful with the foley catheter being removed hours after surgerythe patient was discharged within hoursa followup organized weeks after surgery demonstrated obliteration and repair of the previously detected uterine isthmocele on the pelvic us scanthe patient also reported a resolution of symptoms at this postoperative visitmain outcome measures naresults naconclusions uterineconserving surgical approaches to an isthmocele have been described including vaginal hysteroscopic and laparoscopic with and without robotic assistance approches and laparotomy with no single approach deemed to be superior to the othersthe
11,xml_output_cochrane\Abdallah_et_al-2021-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Karim', 'middle': ['S'], 'last': 'Abdallah', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Assiut University', 'location': {'settlement': 'Assiut', 'country': 'Egypt'}}, 'email': ''}, {'first': 'Moustafa', 'middle': ['A'], 'last': 'Gadalla', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Assiut University', 'location': {'settlement': 'Assiut', 'country': 'Egypt'}}, 'email': ''}, {'first': 'Maria', 'middle': ['C'], 'last': 'Breijer', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Admiraal de Ruyter Ziekenhuis', 'location': {'settlement': 'Goes', 'country': 'Netherlands'}}, 'email': ''}, {'first': 'Ben', 'middle': ['Willem J'], 'last': 'Mol', 'suffix': '', 'affiliation': {}, 'email': ''}]",uterine distension media for outpatient hysteroscopy hysteroscopy done in an outpatient setting is the gold standard method for evaluating the uterine cavitymedia used to distend the uterine cavity include gas as carbon dioxide and liquid as saline that can be used at room temperature or warmed to body temperatureboth media o er advantages as well as disadvantages uterine distension media for outpatient hysteroscopy review
12,xml_output_cochrane\Abdel-Aleem_et_al-2022-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Hany', 'middle': [], 'last': 'Abdel-Aleem', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Omar', 'middle': ['M'], 'last': 'Shaaban', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Mahmoud', 'middle': ['A'], 'last': 'Abdel-Aleem', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Ahmed', 'middle': [], 'last': 'Aboelfadle Mohamed', 'suffix': '', 'affiliation': {}, 'email': ''}]",cervical pessary for preventing preterm birth in singleton pregnancies
13,xml_output_grobid_python_client\Absolute-uterine-infertility-a-cornelian-dilemma--,"[{'first': 'Mats', 'middle': [], 'last': 'Brännström', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Catherine', 'middle': [], 'last': 'Racowsky', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Elliott', 'middle': ['G'], 'last': 'Richards', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Rebecca', 'middle': [], 'last': 'Flyckt', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Robert', 'middle': ['J'], 'last': 'Stillman', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Jeanne', 'middle': ['E'], 'last': 'O’brien', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Ginny', 'middle': ['L'], 'last': 'Ryan', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Dominique', 'middle': [], 'last': 'De Ziegler', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Hôpital Foch-Universit e de Paris Ouest UVSQ', 'location': {'settlement': 'Paris', 'country': 'France'}}, 'email': 'dom@deziegler.com'}]",absolute uterine infertility a cornelian dilemma uterine transplantation or surrogacy
14,xml_output_grobid_python_client\Adenomyosis--single-cell-transcriptomic-analysis-r,"[{'first': 'Sule', 'middle': [], 'last': 'Yildiz', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}, {'first': 'Meric', 'middle': [], 'last': 'Kinali', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}, {'first': 'Jian', 'middle': ['Jun'], 'last': 'Wei', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}, {'first': 'Magdy', 'middle': [], 'last': 'Milad', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}, {'first': 'Ping', 'middle': [], 'last': 'Yin', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Mazhar', 'middle': [], 'last': 'Adli', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}, {'first': 'Serdar', 'middle': ['E'], 'last': 'Bulun', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': 'bulun@northwestern.edu'}]",adenomyosis singlecell transcriptomic analysis reveals a paracrine mesenchymalepithelial interaction involving the wntsfrp pathway objective to assess the cellular and molecular landscape of adenomyosisdesign singlecell analysis of genomewide messenger rna mrna expression singlecell rna sequencing of matched tissues of endometrium adenomyosis and myometrium using relatively large numbers of viable cellssetting not applicablepatients patients n age range years undergoing hysterectomy for diffuse adenomyosismain outcome measures definition of the molecular landscape of matched adenomyotic endometrial and myometrial tissues from the same uterus using singlecell rna sequencing and comparison of distinct cell types in these tissues to identify diseasespecific cell populations abnormal gene expression and pathway activation and mesenchymalepithelial interactions the largest cell population in the endometrium was composed of closely clustered fibroblast groups which comprise of all cells and seem to originate from pericyte progenitors differentiating to estrogenprogesterone receptorexpressing endometrial stromalcellsin contrast the entire fibroblast population in adenomyosis comprised a larger portion of all cells and was not linked to any pericyte progenitorsadenomyotic fibroblasts eventually differentiate into extracellular matrix proteinexpressing fibroblasts and smooth muscle cellshierarchical clustering of mrna expression revealed a unique adenomyotic fibroblast population that clustered transcriptomically with endometrial fibroblasts suggestive of an endometrial stromal cell population serving as progenitors of adenomyosisfour other adenomyotic fibroblast clusters with diseasespecific transcriptomes were distinct from those of endometrial or myometrial fibroblaststhe mrna levels of the natural wnt inhibitors named secreted frizzledrelated proteins and were higher in these adenomyotic fibroblast clusters than in endometrial fibroblast clustersmoreover we found that multiple wnts which originate from fibroblasts and target ciliated and unciliated epithelial cells and endothelial cells constitute a critical paracrine signaling network in adenomyotic tissuecompared with endometrial tissue unciliated and ciliated epithelial cells in adenomyosis comprised a significantly smaller portion of this tissue and exhibited molecular evidence of progesterone resistance and diminished regulation of estrogen signaling we found a high degree of heterogeneity in fibroblastlike cells in the adenomyotic uterusthe wnt signaling involving differential expression of secreted frizzledrelated proteins which act as decoy receptors for wnts in adenomyotic fibroblasts may have a key role in the pathophysiology of this disease
15,xml_output_cochrane\Agten_et_al-2021-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Andrea', 'middle': [], 'last': 'Kaelin Agten', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Jun', 'middle': [], 'last': 'Xia', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Juliette', 'middle': ['A'], 'last': 'Servante', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Jim', 'middle': ['G'], 'last': 'Thornton', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Nia', 'middle': ['W'], 'last': 'Jones', 'suffix': '', 'affiliation': {}, 'email': ''}]",routine ultrasound for fetal assessment before weeks gestation
16,xml_output_cochrane\Agten_et_al-2021-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Andrea', 'middle': [], 'last': 'Kaelin Agten', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Jun', 'middle': [], 'last': 'Xia', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Juliette', 'middle': ['A'], 'last': 'Servante', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Jim', 'middle': ['G'], 'last': 'Thornton', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Nia', 'middle': ['W'], 'last': 'Jones', 'suffix': '', 'affiliation': {}, 'email': ''}]",routine ultrasound for fetal assessment before weeks gestation
17,xml_output_cochrane\Ahmad_et_al-2020-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Gaity', 'middle': [], 'last': 'Ahmad', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pennine Acute Hospitals NHS Trust', 'location': {'settlement': 'Manchester', 'country': 'UK'}}, 'email': 'gaity.ahmad@pat.nhs.uk'}, {'first': 'Kyungmin', 'middle': [], 'last': 'Kim', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pennine Acute Hospitals NHS Trust', 'location': {'settlement': 'Manchester', 'country': 'UK'}}, 'email': ''}, {'first': 'Matthew', 'middle': [], 'last': 'Thompson', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pennine Acute Hospitals NHS Trust', 'location': {'settlement': 'Manchester', 'country': 'UK'}}, 'email': ''}, {'first': 'Priya', 'middle': [], 'last': 'Agarwal', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pennine Acute Hospitals NHS Trust', 'location': {'settlement': 'Manchester', 'country': 'UK'}}, 'email': ''}, {'first': 'Helena', 'middle': [], 'last': ""O'flynn"", 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pennine Acute Hospitals NHS Trust', 'location': {'settlement': 'Manchester', 'country': 'UK'}}, 'email': ''}, {'first': 'Akshay', 'middle': [], 'last': 'Hindocha', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pennine Acute Hospitals NHS Trust', 'location': {'settlement': 'Manchester', 'country': 'UK'}}, 'email': ''}, {'first': 'Andrew', 'middle': [], 'last': 'Watson', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Tameside & Glossop Acute Services NHS Trust', 'location': {'settlement': 'Ashton-Under-Lyne', 'country': 'UK'}}, 'email': ''}]",barrier agents for adhesion prevention after gynaecological surgery no studies reported our primary outcomes of pelvic pain and live birth rate at secondlook laparoscopy we are uncertain whether oxidised regenerated cellulose at laparoscopy reduced the incidence of de novo adhesions or ci to rcts participants i very lowquality evidence or of reformed adhesions or ci to rcts participants i very lowquality evidence at secondlook laparoscopy we are uncertain whether oxidised regenerated cellulose a ected the incidence of de novo adhesions a er laparotomy or ci to rct participants very lowquality evidencehowever the incidence of reformed adhesions may have been reduced in the intervention group or ci to rcts participants i lowquality evidence no studies reported results on pelvic pain live birth rate adhesion score or clinical pregnancy rate we are uncertain whether expanded polytetrafluoroethylene reduced the incidence of de novo adhesions at secondlook laparoscopy or ci to participants very lowquality evidencewe are also uncertain whether expanded polytetrafluoroethylene resulted in a lower adhesion score out of md ci to participants very lowquality evidence or a lower risk of reformed adhesions or ci to participants very lowquality evidence when compared with oxidised regenerated cellulose no studies reported results regarding pelvic pain live birth rate or clinical pregnancy rate evidence suggests that collagen membrane with polyethylene glycol and glycerol may reduce the incidence of adhesions at secondlook laparoscopy or ci to participants lowquality evidencewe are uncertain whether collagen membrane with polyethylene glycol and glycerol improved clinical pregnancy rate or ci to participants very lowquality evidence one study reported adhesion scores but reported them as median scores rather than mean scores median score in the treatment group vs median score in the control group and therefore could not be included in the metaanalysisthe reported p value was and no evidence suggests a di erence between treatment and control groups no studies reported results regarding pelvic pain or live birth rate in total of the rcts included in this review reported adverse eventsno events directly attributed to adhesion agents were reported we found no evidence on the e ects of barrier agents used during pelvic surgery on pelvic pain or live birth rate in women of reproductive age because no trial reported these outcomes it is di icult to draw credible conclusions due to lack of evidence and the low quality of included studiesgiven this caveat lowquality evidence suggests that collagen membrane with polyethylene glycol plus glycerol may be more e ective than no treatment in reducing the incidence of adhesion formation following pelvic surgerylowquality evidence also shows that oxidised regenerated cellulose may reduce the incidence of reformation of adhesions when compared with no treatment at laparotomyit is not possible to draw conclusions on the relative e ectiveness of these interventions due to lack of evidence no adverse events directly attributed to the adhesion agents were reportedthe quality of the evidence ranged from very low to moderatecommon limitations were imprecision and poor reporting of study methodsmost studies were commercially funded and publication bias could not be ruled out
18,xml_output_cochrane\Al-Inany_et_al-2016-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Hesham', 'middle': ['G'], 'last': 'Al-Inany', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cairo University', 'location': {'settlement': 'Cairo', 'country': 'Egypt'}}, 'email': ''}, {'first': 'Mohamed', 'middle': ['A'], 'last': 'Youssef', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cairo University', 'location': {'settlement': 'Cairo', 'country': 'Egypt'}}, 'email': ''}, {'first': 'Reuben', 'middle': ['Olugbenga'], 'last': 'Ayeleke', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Auckland', 'location': {'settlement': 'Auckland', 'country': 'New Zealand'}}, 'email': ''}, {'first': 'Julie', 'middle': [], 'last': 'Brown', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'The University of Auckland', 'location': {'settlement': 'Auckland', 'country': 'New Zealand'}}, 'email': ''}, {'first': 'Wai', 'middle': ['Sun'], 'last': 'Lam', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Auckland', 'location': {'settlement': 'Auckland', 'country': 'New Zealand'}}, 'email': ''}, {'first': 'Frank', 'middle': ['J'], 'last': 'Broekmans', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University Medical Center', 'location': {'settlement': 'Utrecht', 'country': 'Netherlands'}}, 'email': ''}]",gonadotrophinreleasing hormone antagonists for assisted reproductive technology gonadotrophinreleasing hormone gnrh antagonists can be used to prevent a luteinizing hormone lh surge during controlled ovarian hyperstimulation coh without the hypooestrogenic sidee ects flareup or long downregulation period associated with agoniststhe antagonists directly and rapidly inhibit gonadotrophin release within several hours through competitive binding to pituitary gnrh receptorsthis property allows their use at any time during the follicular phaseseveral di erent regimens have been described including multipledose fixed mg daily from day six to seven of stimulation multipledose flexible mg daily when leading follicle is to mm and singledose single administration of mg on day to of stimulation protocols with or without the addition of an oral contraceptive pillfurther women receiving antagonists have been shown to have a lower incidence of ovarian hyperstimulation syndrome ohssassuming comparable clinical outcomes for the antagonist and agonist protocols these benefits would justify a change from the standard long agonist protocol to antagonist regimensthis is an update of a cochrane review first published in and previously updated in and to evaluate the e ectiveness and safety of gonadotrophinreleasing hormone gnrh antagonists compared with the standard long protocol of gnrh agonists for controlled ovarian hyperstimulation in assisted conception cycles search methods
19,xml_output_cochrane\Amaya-Guio_et_al-2018-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Jairo', 'middle': [], 'last': 'Amaya-Guio', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': 'jamayaguio@gmail.com'}, {'first': 'Carlos', 'middle': ['F'], 'last': 'Grillo-Ardila', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}, {'first': 'Edith', 'middle': [], 'last': 'Angel-Müller', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}, {'first': 'Nicolas', 'middle': ['A'], 'last': 'Torres-Montañez', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}, {'first': 'Luisa', 'middle': ['F'], 'last': 'Vasquez-Velez', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}]",point of care rapid test for diagnosis of syphilis infection in pregnant women point of
20,xml_output_grobid_python_client\An-enigma-demystified_2023_fns,"[{'first': 'Deborah', 'middle': ['A'], 'last': 'Lee', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'G', 'middle': ['Wright'], 'last': 'Bates', 'suffix': '', 'affiliation': {}, 'email': ''}]",an enigma demystified
21,xml_output_grobid_python_client\An-interpretable-machine-learning-model-for-predic,"[{'first': 'Michael', 'middle': [], 'last': 'Fanton', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Alife Health, Inc', 'location': {'settlement': 'Cambridge', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Veronica', 'middle': [], 'last': 'Nutting', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Alife Health, Inc', 'location': {'settlement': 'Cambridge', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Funmi', 'middle': [], 'last': 'Solano', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Alife Health, Inc', 'location': {'settlement': 'Cambridge', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Paxton', 'middle': [], 'last': 'Maeder-York', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Alife Health, Inc', 'location': {'settlement': 'Cambridge', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Eduardo', 'middle': [], 'last': 'Hariton', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of California', 'location': {'settlement': 'San Francisco'}}, 'email': ''}, {'first': 'Oleksii', 'middle': [], 'last': 'Barash', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Louis', 'middle': [], 'last': 'Weckstein', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Denny', 'middle': [], 'last': 'Sakkas', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Boston IVF-The Eugin Group', 'location': {'settlement': 'Waltham', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Alan', 'middle': ['B'], 'last': 'Copperman', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'New York', 'location': {'settlement': 'New York', 'region': 'New York'}}, 'email': ''}, {'first': 'Kevin', 'middle': [], 'last': 'Loewke', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Alife Health, Inc', 'location': {'settlement': 'Cambridge', 'region': 'Massachusetts'}}, 'email': 'kloewke@alifehealth.com'}]",an interpretable machine learning model for predicting the optimal day of trigger during ovarian stimulation objective to develop an interpretable machine learning model for optimizing the day of trigger in terms of mature oocytes mii fertilized oocytes pns and usable blastocystsdesign retrospective studysetting a group of three assisted reproductive technology centers in the united statespatients patients undergoing autologous in vitro fertilization cycles from to n interventions nonemain outcome measures average number of mii oocytes pns and usable blastocystsresults a set of interpretable machine learning models were developed using linear regression with follicle counts and estradiol levelswhen using the model to make daybyday predictions of trigger or continuing stimulation possible early and late triggers were identified in and of cycles respectivelyafter propensity score matching patients with early triggers had on average fewer mii oocytes fewer pns and fewer usable blastocysts compared with matched patients with ontime triggers and patients with late triggers had on average fewer mii oocytes fewer pns and fewer usable blastocysts compared with matched patients with ontime triggers this study demonstrates that it is possible to develop an interpretable machine learning model for optimizing the day of triggerusing our model has the potential to improve outcomes for many in vitro fertilization patients
22,xml_output_cochrane\Andrewartha_et_al-2022-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Kate', 'middle': [], 'last': 'Andrewartha', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': ""Women's and Children's Hospital"", 'location': {'settlement': 'Adelaide', 'country': 'Australia'}}, 'email': ''}, {'first': 'Rosalie', 'middle': ['M'], 'last': 'Grivell', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Flinders University and Flinders Medical Centre', 'location': {'settlement': 'Bedford Park', 'country': 'Australia'}}, 'email': 'rosalie.grivell@flinders.edu.au'}]",perioperative pharmacological interventions for fetal immobilisation during fetal surgery and invasive procedures a we downgraded
23,xml_output_cochrane\Angel-M-ller_et_al-2018-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Edith', 'middle': [], 'last': 'Angel-Müller', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}, {'first': 'Carlos', 'middle': ['F'], 'last': 'Grillo-Ardila', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}, {'first': 'Jairo', 'middle': [], 'last': 'Amaya-Guio', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Nicolas', 'middle': ['A'], 'last': 'Torres-Montañez', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}, {'first': 'Luisa', 'middle': ['F'], 'last': 'Vasquez-Velez', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidad Nacional de Colombia', 'location': {'settlement': 'Bogota', 'country': 'Colombia'}}, 'email': ''}]",point of care rapid test for diagnosis of syphilis infection in men and nonpregnant women this is a protocol for a cochrane review diagnostic test accuracythe objectives are as follows to determine the diagnostic accuracy of rapid tests at point of care poc for detecting syphilis infection in men and nonpregnant women of reproductive age as verified with the combination of both reactive nontreponemal and treponemal test as the reference standard point of care rapid test for diagnosis of syphilis infection in men and nonpregnant women protocol
24,xml_output_grobid_python_client\Antim&#xfc;llerian-hormone-and-leukocyte-aging-mar,"[{'first': 'Catherine', 'middle': [], 'last': 'Kim', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Eli', 'middle': [], 'last': 'Puterman', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Michigan', 'location': {'settlement': 'Ann Arbor', 'region': 'Michigan'}}, 'email': ''}, {'first': 'Lifang', 'middle': [], 'last': 'Hou', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}, {'first': 'James', 'middle': ['C'], 'last': 'Slaughter', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Vanderbilt University Medical Center', 'location': {'settlement': 'Nashville', 'region': 'Tennessee'}}, 'email': ''}, {'first': 'James', 'middle': ['G'], 'last': 'Terry', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Vanderbilt University Medical Center', 'location': {'settlement': 'Nashville', 'region': 'Tennessee'}}, 'email': ''}, {'first': 'Melissa', 'middle': ['F'], 'last': 'Wellons', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Vanderbilt University Medical Center', 'location': {'settlement': 'Nashville', 'region': 'Tennessee'}}, 'email': ''}]",antimllerian hormone and leukocyte aging markers in the coronary artery risk development in young adults study objective to examine whether premenopausal reproductive age as indicated by serum antim ullerian hormone amh is associated with leukocyte aging biomarkersdesign prospective cohort analysissetting the coronary artery risk development in young adults study a populationbased study of black and white adults from four us communities birmingham al chicago il minneapolis mn oakland capatients premenopausal women with serum amh measures at examination year as well as leukocyte aging markersinterventions nonemain outcome measures telomere length mitochondrial deoxyribonucleic acid mtdna copy number and intrinsic and extrinsic epigenetic age acceleration eaa at examination years and as well as change between examination yearsresults women were standard deviation years of age at examination year when the amh and initial measures of telomere length and mtdna copy number n were obtained and eaa occurredafter adjustment for chronological age race and smoking history amh quartile at examination year was not associated with telomere length at examination years and or telomere length change between these years mtdna copy number at examination years and or change between these years or intrinsic eaa at examination years and or change between these yearswomen in the second amh quartile had faster extrinsic eaa than women in the lowest amh quartile bcoefficient confidence interval in a populationbased cohort amh did not have associations with leukocyte telomere length mtdna copy number or intrinsic eaa
25,xml_output_grobid_python_client\Antim&#xfc;llerian-hormone-is-not-associated-with-,"[{'first': 'Yael', 'middle': ['R'], 'last': 'Stovezky', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cornell University', 'location': {'settlement': 'New York', 'region': 'New York'}}, 'email': ''}, {'first': 'Phillip', 'middle': ['A'], 'last': 'Romanski', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Pietro', 'middle': [], 'last': 'Bortoletto', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Steven', 'middle': ['D'], 'last': 'Spandorfer', 'suffix': '', 'affiliation': {}, 'email': ''}]",antimllerian hormone is not associated with embryo ploidy in patients with and without infertility undergoing in vitro fertilization with preimplantation genetic testing objective to assess the association between antim ullerian hormone amh and embryo ploidy rates in cohorts of patients undergoing in vitro fertilization ivf with trophectoderm biopsy for preimplantation genetic testing for aneuploidy pgta the general population of women pursuing ivf with pgta infertile cohort and women pursuing ivf with preimplantation genetic testing for monogenic disorders pgtm owing to the risk of hereditary monogenic diseases noninfertile cohortdesign retrospective cohort studysetting academic centerpatients patients undergoing their first cycle of ivf with trophectoderm biopsy and pgta or pgta and pgtm in our center between march and june patients of advanced maternal age according to the bologna criteria age r years and patients who underwent fresh embryo transfers were excludedinterventions nonemain outcome measures proportion of euploid mosaic and aneuploid embryos per cycle results infertile n and noninfertile n patients were stratified on the basis of amh levels with lowamh defined as ngml in accordance with the bologna criteriaageadjusted regression models showed no relationship between amh classification and proportion of euploid mosaic and aneuploid embryos in the infertile or noninfertile cohortsin the infertile cohort no association between amh classification and embryo ploidy rates was identified in a subgroup analysis of patients aged years years and yearsthese findings persisted in a sensitivity analysis of infertile patients stratified into amh ngml quartile categories no association was found between amh and the proportion of euploid mosaic or aneuploid embryos in large cohorts of patients undergoing ivf with pgta infertile patients or pgta and pgtm noninfertile patients suggesting that a quantitative depletion of ovarian reserve does not predict the ploidy status of the embryo cohort
